"","year","borough","desc","count"
"1843","2013","BROOKLYN","MISCELLANEOUS PENAL LAW",5312
"1844","2013","BROOKLYN","NYS LAWS-UNCLASSIFIED FELONY",154
"1845","2013","BROOKLYN","OFF. AGNST PUB ORD SENSBLTY &",7957
"1846","2013","BROOKLYN","OFFENSES AGAINST PUBLIC ADMINI",2463
"1847","2013","BROOKLYN","OFFENSES AGAINST PUBLIC SAFETY",13
"1848","2013","BROOKLYN","OFFENSES AGAINST THE PERSON",344
"1849","2013","BROOKLYN","OFFENSES INVOLVING FRAUD",206
"1850","2013","BROOKLYN","OFFENSES RELATED TO CHILDREN",52
"1851","2013","BROOKLYN","OTHER OFFENSES RELATED TO THEF",285
"1852","2013","BROOKLYN","OTHER STATE LAWS",2
"1853","2013","BROOKLYN","OTHER STATE LAWS (NON PENAL LA",60
"1854","2013","BROOKLYN","OTHER TRAFFIC INFRACTION",2
"1855","2013","BROOKLYN","PETIT LARCENY",23307
"1856","2013","BROOKLYN","PETIT LARCENY OF MOTOR VEHICLE",43
"1857","2013","BROOKLYN","POSSESSION OF STOLEN PROPERTY",874
"1858","2013","BROOKLYN","PROSTITUTION & RELATED OFFENSES",19
"1859","2013","BROOKLYN","RAPE",457
"1860","2013","BROOKLYN","ROBBERY",6849
"1861","2013","BROOKLYN","SEX CRIMES",1545
"1862","2013","BROOKLYN","THEFT-FRAUD",1355
"1863","2013","BROOKLYN","THEFT OF SERVICES",33
"1864","2013","BROOKLYN","UNAUTHORIZED USE OF A VEHICLE",519
"1865","2013","BROOKLYN","UNLAWFUL POSS. WEAP. ON SCHOOL",4
"1866","2013","BROOKLYN","VEHICLE AND TRAFFIC LAWS",1678
"1867","2013","MANHATTAN","",480
"1868","2013","MANHATTAN","ADMINISTRATIVE CODE",137
"1869","2013","MANHATTAN","ADMINISTRATIVE CODES",1
"1870","2013","MANHATTAN","ALCOHOLIC BEVERAGE CONTROL LAW",24
"1871","2013","MANHATTAN","ANTICIPATORY OFFENSES",2
"1872","2013","MANHATTAN","ARSON",202
"1873","2013","MANHATTAN","ASSAULT 3 & RELATED OFFENSES",9932
"1874","2013","MANHATTAN","BURGLAR'S TOOLS",111
"1875","2013","MANHATTAN","BURGLARY",2936
"1876","2013","MANHATTAN","CHILD ABANDONMENT/NON SUPPORT",7
"1877","2013","MANHATTAN","CRIMINAL MISCHIEF & RELATED OF",7965
"1878","2013","MANHATTAN","CRIMINAL TRESPASS",1970
"1879","2013","MANHATTAN","DANGEROUS DRUGS",6946
"1880","2013","MANHATTAN","DANGEROUS WEAPONS",2178
"1881","2013","MANHATTAN","DISORDERLY CONDUCT",15
"1882","2013","MANHATTAN","DISRUPTION OF A RELIGIOUS SERV",1
"1883","2013","MANHATTAN","ENDAN WELFARE INCOMP",2
"1884","2013","MANHATTAN","ESCAPE 3",5
"1885","2013","MANHATTAN","FELONY ASSAULT",3362
"1886","2013","MANHATTAN","FORGERY",1217
"1887","2013","MANHATTAN","FRAUDS",959
"1888","2013","MANHATTAN","FRAUDULENT ACCOSTING",151
"1889","2013","MANHATTAN","GAMBLING",62
"1890","2013","MANHATTAN","GRAND LARCENY",16945
"1891","2013","MANHATTAN","GRAND LARCENY OF MOTOR VEHICLE",740
"1892","2013","MANHATTAN","HARRASSMENT 2",11262
"1893","2013","MANHATTAN","HOMICIDE-NEGLIGENT,UNCLASSIFIE",3
"1894","2013","MANHATTAN","INTOXICATED & IMPAIRED DRIVING",1655
"1895","2013","MANHATTAN","JOSTLING",19
"1896","2013","MANHATTAN","KIDNAPPING & RELATED OFFENSES",25
"1897","2013","MANHATTAN","LOITERING",1
"1898","2013","MANHATTAN","LOITERING/GAMBLING (CARDS, DIC",5
"1899","2013","MANHATTAN","MISCELLANEOUS PENAL LAW",2159
"1900","2013","MANHATTAN","NEW YORK CITY HEALTH CODE",10
"1901","2013","MANHATTAN","NYS LAWS-UNCLASSIFIED FELONY",59
"1902","2013","MANHATTAN","OFF. AGNST PUB ORD SENSBLTY &",5622
"1903","2013","MANHATTAN","OFFENSES AGAINST PUBLIC ADMINI",2676
"1904","2013","MANHATTAN","OFFENSES AGAINST PUBLIC SAFETY",25
"1905","2013","MANHATTAN","OFFENSES AGAINST THE PERSON",325
"1906","2013","MANHATTAN","OFFENSES INVOLVING FRAUD",838
"1907","2013","MANHATTAN","OFFENSES RELATED TO CHILDREN",8
"1908","2013","MANHATTAN","OTHER OFFENSES RELATED TO THEF",347
"1909","2013","MANHATTAN","OTHER STATE LAWS",9
"1910","2013","MANHATTAN","OTHER STATE LAWS (NON PENAL LA",169
"1911","2013","MANHATTAN","PETIT LARCENY",27396
"1912","2013","MANHATTAN","PETIT LARCENY OF MOTOR VEHICLE",12
"1913","2013","MANHATTAN","POSSESSION OF STOLEN PROPERTY",880
"1914","2013","MANHATTAN","PROSTITUTION & RELATED OFFENSES",21
"1915","2013","MANHATTAN","RAPE",297
"1916","2013","MANHATTAN","ROBBERY",3338
"1917","2013","MANHATTAN","SEX CRIMES",1292
"1918","2013","MANHATTAN","THEFT-FRAUD",1545
"1919","2013","MANHATTAN","THEFT OF SERVICES",374
"1920","2013","MANHATTAN","UNAUTHORIZED USE OF A VEHICLE",163
"1921","2013","MANHATTAN","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1922","2013","MANHATTAN","VEHICLE AND TRAFFIC LAWS",1172
"1923","2013","QUEENS","",343
"1924","2013","QUEENS","ADMINISTRATIVE CODE",311
"1925","2013","QUEENS","ALCOHOLIC BEVERAGE CONTROL LAW",7
"1926","2013","QUEENS","ANTICIPATORY OFFENSES",2
"1927","2013","QUEENS","ARSON",187
"1928","2013","QUEENS","ASSAULT 3 & RELATED OFFENSES",11119
"1929","2013","QUEENS","BURGLAR'S TOOLS",66
"1930","2013","QUEENS","BURGLARY",4816
"1931","2013","QUEENS","CHILD ABANDONMENT/NON SUPPORT",4
"1932","2013","QUEENS","CRIMINAL MISCHIEF & RELATED OF",10338
"1933","2013","QUEENS","CRIMINAL TRESPASS",999
"1934","2013","QUEENS","DANGEROUS DRUGS",2194
"1935","2013","QUEENS","DANGEROUS WEAPONS",2711
"1936","2013","QUEENS","DISORDERLY CONDUCT",8
"1937","2013","QUEENS","DISRUPTION OF A RELIGIOUS SERV",1
"1938","2013","QUEENS","ENDAN WELFARE INCOMP",9
"1939","2013","QUEENS","ESCAPE 3",3
"1940","2013","QUEENS","FELONY ASSAULT",3993
"1941","2013","QUEENS","FORGERY",1076
"1942","2013","QUEENS","FRAUDS",718
"1943","2013","QUEENS","FRAUDULENT ACCOSTING",13
"1944","2013","QUEENS","GAMBLING",11
"1945","2013","QUEENS","GRAND LARCENY",8561
"1946","2013","QUEENS","GRAND LARCENY OF MOTOR VEHICLE",2388
"1947","2013","QUEENS","HARRASSMENT 2",12279
"1948","2013","QUEENS","HOMICIDE-NEGLIGENT-VEHICLE",6
"1949","2013","QUEENS","HOMICIDE-NEGLIGENT,UNCLASSIFIE",5
"1950","2013","QUEENS","INTOXICATED & IMPAIRED DRIVING",1995
"1951","2013","QUEENS","INTOXICATED/IMPAIRED DRIVING",2
"1952","2013","QUEENS","JOSTLING",2
"1953","2013","QUEENS","KIDNAPPING & RELATED OFFENSES",34
"1954","2013","QUEENS","LOITERING/GAMBLING (CARDS, DIC",2
"1955","2013","QUEENS","MISCELLANEOUS PENAL LAW",3187
"1956","2013","QUEENS","NYS LAWS-UNCLASSIFIED FELONY",32
"1957","2013","QUEENS","OFF. AGNST PUB ORD SENSBLTY &",5828
"1958","2013","QUEENS","OFFENSES AGAINST PUBLIC ADMINI",1735
"1959","2013","QUEENS","OFFENSES AGAINST PUBLIC SAFETY",10
"1960","2013","QUEENS","OFFENSES AGAINST THE PERSON",262
"1961","2013","QUEENS","OFFENSES INVOLVING FRAUD",105
"1962","2013","QUEENS","OFFENSES RELATED TO CHILDREN",82
"1963","2013","QUEENS","OTHER OFFENSES RELATED TO THEF",254
"1964","2013","QUEENS","OTHER STATE LAWS",3
"1965","2013","QUEENS","OTHER STATE LAWS (NON PENAL LA",15
"1966","2013","QUEENS","PETIT LARCENY",16052
"1967","2013","QUEENS","PETIT LARCENY OF MOTOR VEHICLE",16
"1968","2013","QUEENS","POSSESSION OF STOLEN PROPERTY",712
"1969","2013","QUEENS","PROSTITUTION & RELATED OFFENSES",8
"1970","2013","QUEENS","RAPE",310
"1971","2013","QUEENS","ROBBERY",3980
"1972","2013","QUEENS","SEX CRIMES",1053
"1973","2013","QUEENS","THEFT-FRAUD",954
"1974","2013","QUEENS","THEFT OF SERVICES",20
"1975","2013","QUEENS","UNAUTHORIZED USE OF A VEHICLE",496
"1976","2013","QUEENS","UNLAWFUL POSS. WEAP. ON SCHOOL",3
"1977","2013","QUEENS","VEHICLE AND TRAFFIC LAWS",1588
"1978","2013","STATEN ISLAND","",43
"1979","2013","STATEN ISLAND","ADMINISTRATIVE CODE",55
"1980","2013","STATEN ISLAND","ALCOHOLIC BEVERAGE CONTROL LAW",1
"1981","2013","STATEN ISLAND","ARSON",77
"1982","2013","STATEN ISLAND","ASSAULT 3 & RELATED OFFENSES",2250
"1983","2013","STATEN ISLAND","BURGLAR'S TOOLS",10
"1984","2013","STATEN ISLAND","BURGLARY",694
"1985","2013","STATEN ISLAND","CHILD ABANDONMENT/NON SUPPORT",1
"1986","2013","STATEN ISLAND","CRIMINAL MISCHIEF & RELATED OF",2698
"1987","2013","STATEN ISLAND","CRIMINAL TRESPASS",159
"1988","2013","STATEN ISLAND","DANGEROUS DRUGS",885
"1989","2013","STATEN ISLAND","DANGEROUS WEAPONS",392
"1990","2013","STATEN ISLAND","DISORDERLY CONDUCT",1
"1991","2013","STATEN ISLAND","FELONY ASSAULT",662
"1992","2013","STATEN ISLAND","FORGERY",52
"1993","2013","STATEN ISLAND","FRAUDS",208
"1994","2013","STATEN ISLAND","GAMBLING",3
"1995","2013","STATEN ISLAND","GRAND LARCENY",1270
"1996","2013","STATEN ISLAND","GRAND LARCENY OF MOTOR VEHICLE",224
"1997","2013","STATEN ISLAND","HARRASSMENT 2",4092
"1998","2013","STATEN ISLAND","HOMICIDE-NEGLIGENT-VEHICLE",3
"1999","2013","STATEN ISLAND","INTOXICATED & IMPAIRED DRIVING",679
"2000","2013","STATEN ISLAND","KIDNAPPING & RELATED OFFENSES",6
"2001","2013","STATEN ISLAND","MISCELLANEOUS PENAL LAW",472
"2002","2013","STATEN ISLAND","NYS LAWS-UNCLASSIFIED FELONY",23
"2003","2013","STATEN ISLAND","OFF. AGNST PUB ORD SENSBLTY &",1712
"2004","2013","STATEN ISLAND","OFFENSES AGAINST PUBLIC ADMINI",725
"2005","2013","STATEN ISLAND","OFFENSES AGAINST PUBLIC SAFETY",6
"2006","2013","STATEN ISLAND","OFFENSES AGAINST THE PERSON",55
"2007","2013","STATEN ISLAND","OFFENSES INVOLVING FRAUD",17
"2008","2013","STATEN ISLAND","OFFENSES RELATED TO CHILDREN",1
"2009","2013","STATEN ISLAND","OTHER OFFENSES RELATED TO THEF",46
"2010","2013","STATEN ISLAND","OTHER STATE LAWS (NON PENAL LA",4
"2011","2013","STATEN ISLAND","PETIT LARCENY",3751
"2012","2013","STATEN ISLAND","PETIT LARCENY OF MOTOR VEHICLE",2
"2013","2013","STATEN ISLAND","POSSESSION OF STOLEN PROPERTY",100
"2014","2013","STATEN ISLAND","PROSTITUTION & RELATED OFFENSES",3
"2015","2013","STATEN ISLAND","RAPE",49
"2016","2013","STATEN ISLAND","ROBBERY",520
"2017","2013","STATEN ISLAND","SEX CRIMES",157
"2018","2013","STATEN ISLAND","THEFT-FRAUD",324
"2019","2013","STATEN ISLAND","UNAUTHORIZED USE OF A VEHICLE",127
"2020","2013","STATEN ISLAND","VEHICLE AND TRAFFIC LAWS",152
"2021","2014","","DANGEROUS DRUGS",1
"2022","2014","","GRAND LARCENY",2
"2023","2014","","HARRASSMENT 2",1
"2024","2014","","MURDER & NON-NEGL. MANSLAUGHTER",334
"2025","2014","BRONX","",326
"2026","2014","BRONX","ADMINISTRATIVE CODE",221
"2027","2014","BRONX","ALCOHOLIC BEVERAGE CONTROL LAW",39
"2028","2014","BRONX","ANTICIPATORY OFFENSES",1
"2029","2014","BRONX","ARSON",384
"2030","2014","BRONX","ASSAULT 3 & RELATED OFFENSES",13570
"2031","2014","BRONX","BURGLAR'S TOOLS",38
"2032","2014","BRONX","BURGLARY",2879
"2033","2014","BRONX","CHILD ABANDONMENT/NON SUPPORT",9
"2034","2014","BRONX","CRIMINAL MISCHIEF & RELATED OF",10156
"2035","2014","BRONX","CRIMINAL TRESPASS",1112
"2036","2014","BRONX","DANGEROUS DRUGS",10605
"2037","2014","BRONX","DANGEROUS WEAPONS",3238
"2038","2014","BRONX","DISORDERLY CONDUCT",13
"2039","2014","BRONX","DISRUPTION OF A RELIGIOUS SERV",1
"2040","2014","BRONX","ENDAN WELFARE INCOMP",5
"2041","2014","BRONX","ESCAPE 3",5
"2042","2014","BRONX","FELONY ASSAULT",5505
"2043","2014","BRONX","FORGERY",941
"2044","2014","BRONX","FRAUDS",682
"2045","2014","BRONX","FRAUDULENT ACCOSTING",21
"2046","2014","BRONX","GAMBLING",64
"2047","2014","BRONX","GRAND LARCENY",6059
"2048","2014","BRONX","GRAND LARCENY OF MOTOR VEHICLE",1481
"2049","2014","BRONX","HARRASSMENT 2",12894
"2050","2014","BRONX","HOMICIDE-NEGLIGENT,UNCLASSIFIE",8
"2051","2014","BRONX","INTOXICATED & IMPAIRED DRIVING",1326
"2052","2014","BRONX","INTOXICATED/IMPAIRED DRIVING",1
"2053","2014","BRONX","JOSTLING",3
"2054","2014","BRONX","KIDNAPPING & RELATED OFFENSES",39
"2055","2014","BRONX","LOITERING/GAMBLING (CARDS, DIC",1
"2056","2014","BRONX","MISCELLANEOUS PENAL LAW",2080
"2057","2014","BRONX","NEW YORK CITY HEALTH CODE",1
"2058","2014","BRONX","NYS LAWS-UNCLASSIFIED FELONY",106
"2059","2014","BRONX","OFF. AGNST PUB ORD SENSBLTY &",4294
"2060","2014","BRONX","OFFENSES AGAINST PUBLIC ADMINI",3148
"2061","2014","BRONX","OFFENSES AGAINST PUBLIC SAFETY",26
"2062","2014","BRONX","OFFENSES AGAINST THE PERSON",364
"2063","2014","BRONX","OFFENSES INVOLVING FRAUD",396
"2064","2014","BRONX","OFFENSES RELATED TO CHILDREN",42
"2065","2014","BRONX","OTHER OFFENSES RELATED TO THEF",289
"2066","2014","BRONX","OTHER STATE LAWS",4
"2067","2014","BRONX","OTHER STATE LAWS (NON PENAL LA",183
"2068","2014","BRONX","PETIT LARCENY",15433
"2069","2014","BRONX","PETIT LARCENY OF MOTOR VEHICLE",4
"2070","2014","BRONX","POSSESSION OF STOLEN PROPERTY",398
"2071","2014","BRONX","PROSTITUTION & RELATED OFFENSES",77
"2072","2014","BRONX","RAPE",307
"2073","2014","BRONX","ROBBERY",4010
"2074","2014","BRONX","SEX CRIMES",1098
"2075","2014","BRONX","THEFT-FRAUD",835
"2076","2014","BRONX","THEFT OF SERVICES",56
"2077","2014","BRONX","UNAUTHORIZED USE OF A VEHICLE",226
"2078","2014","BRONX","VEHICLE AND TRAFFIC LAWS",1254
"2079","2014","BROOKLYN","",295
"2080","2014","BROOKLYN","ADMINISTRATIVE CODE",420
"2081","2014","BROOKLYN","ALCOHOLIC BEVERAGE CONTROL LAW",6
"2082","2014","BROOKLYN","ANTICIPATORY OFFENSES",2
"2083","2014","BROOKLYN","ARSON",344
"2084","2014","BROOKLYN","ASSAULT 3 & RELATED OFFENSES",16885
"2085","2014","BROOKLYN","BURGLAR'S TOOLS",96
"2086","2014","BROOKLYN","BURGLARY",6125
"2087","2014","BROOKLYN","CHILD ABANDONMENT/NON SUPPORT",6
"2088","2014","BROOKLYN","CRIMINAL MISCHIEF & RELATED OF",14768
"2089","2014","BROOKLYN","CRIMINAL TRESPASS",1027
"2090","2014","BROOKLYN","DANGEROUS DRUGS",8478
"2091","2014","BROOKLYN","DANGEROUS WEAPONS",2927
"2092","2014","BROOKLYN","DISORDERLY CONDUCT",20
"2093","2014","BROOKLYN","DISRUPTION OF A RELIGIOUS SERV",3
"2094","2014","BROOKLYN","ENDAN WELFARE INCOMP",8
"2095","2014","BROOKLYN","ESCAPE 3",4
"2096","2014","BROOKLYN","FELONY ASSAULT",6676
"2097","2014","BROOKLYN","FORGERY",1386
"2098","2014","BROOKLYN","FRAUDS",1082
"2099","2014","BROOKLYN","FRAUDULENT ACCOSTING",16
"2100","2014","BROOKLYN","GAMBLING",47
"2101","2014","BROOKLYN","GRAND LARCENY",12612
"2102","2014","BROOKLYN","GRAND LARCENY OF MOTOR VEHICLE",2605
"2103","2014","BROOKLYN","HARRASSMENT 2",19449
"2104","2014","BROOKLYN","HOMICIDE-NEGLIGENT,UNCLASSIFIE",7
"2105","2014","BROOKLYN","INTOXICATED & IMPAIRED DRIVING",2501
"2106","2014","BROOKLYN","INTOXICATED/IMPAIRED DRIVING",1
"2107","2014","BROOKLYN","JOSTLING",6
"2108","2014","BROOKLYN","KIDNAPPING & RELATED OFFENSES",65
"2109","2014","BROOKLYN","LOITERING FOR DRUG PURPOSES",1
"2110","2014","BROOKLYN","LOITERING/GAMBLING (CARDS, DIC",2
"2111","2014","BROOKLYN","MISCELLANEOUS PENAL LAW",5388
"2112","2014","BROOKLYN","NEW YORK CITY HEALTH CODE",6
"2113","2014","BROOKLYN","NYS LAWS-UNCLASSIFIED FELONY",178
"2114","2014","BROOKLYN","OFF. AGNST PUB ORD SENSBLTY &",5906
"2115","2014","BROOKLYN","OFFENSES AGAINST PUBLIC ADMINI",2291
"2116","2014","BROOKLYN","OFFENSES AGAINST PUBLIC SAFETY",21
"2117","2014","BROOKLYN","OFFENSES AGAINST THE PERSON",306
"2118","2014","BROOKLYN","OFFENSES INVOLVING FRAUD",223
"2119","2014","BROOKLYN","OFFENSES RELATED TO CHILDREN",33
"2120","2014","BROOKLYN","OTHER OFFENSES RELATED TO THEF",386
"2121","2014","BROOKLYN","OTHER STATE LAWS",3
"2122","2014","BROOKLYN","OTHER STATE LAWS (NON PENAL LA",90
"2123","2014","BROOKLYN","OTHER TRAFFIC INFRACTION",1
"2124","2014","BROOKLYN","PETIT LARCENY",23708
"2125","2014","BROOKLYN","PETIT LARCENY OF MOTOR VEHICLE",44
"2126","2014","BROOKLYN","POSSESSION OF STOLEN PROPERTY",876
"2127","2014","BROOKLYN","PROSTITUTION & RELATED OFFENSES",15
"2128","2014","BROOKLYN","RAPE",414
"2129","2014","BROOKLYN","ROBBERY",5959
"2130","2014","BROOKLYN","SEX CRIMES",1542
"2131","2014","BROOKLYN","THEFT-FRAUD",1287
"2132","2014","BROOKLYN","THEFT OF SERVICES",27
"2133","2014","BROOKLYN","UNAUTHORIZED USE OF A VEHICLE",606
"2134","2014","BROOKLYN","VEHICLE AND TRAFFIC LAWS",1610
"2135","2014","MANHATTAN","",535
"2136","2014","MANHATTAN","ADMINISTRATIVE CODE",128
"2137","2014","MANHATTAN","ALCOHOLIC BEVERAGE CONTROL LAW",9
"2138","2014","MANHATTAN","ANTICIPATORY OFFENSES",2
"2139","2014","MANHATTAN","ARSON",215
"2140","2014","MANHATTAN","ASSAULT 3 & RELATED OFFENSES",9887
"2141","2014","MANHATTAN","BURGLAR'S TOOLS",157
"2142","2014","MANHATTAN","BURGLARY",2855
"2143","2014","MANHATTAN","CHILD ABANDONMENT/NON SUPPORT",4
"2144","2014","MANHATTAN","CRIMINAL MISCHIEF & RELATED OF",9058
"2145","2014","MANHATTAN","CRIMINAL TRESPASS",1940
"2146","2014","MANHATTAN","DANGEROUS DRUGS",6576
"2147","2014","MANHATTAN","DANGEROUS WEAPONS",1958
"2148","2014","MANHATTAN","DISORDERLY CONDUCT",9
"2149","2014","MANHATTAN","DISRUPTION OF A RELIGIOUS SERV",2
"2150","2014","MANHATTAN","ENDAN WELFARE INCOMP",2
"2151","2014","MANHATTAN","FELONY ASSAULT",3412
"2152","2014","MANHATTAN","FORGERY",1293
"2153","2014","MANHATTAN","FRAUDS",979
"2154","2014","MANHATTAN","FRAUDULENT ACCOSTING",180
"2155","2014","MANHATTAN","GAMBLING",68
"2156","2014","MANHATTAN","GRAND LARCENY",15927
"2157","2014","MANHATTAN","GRAND LARCENY OF MOTOR VEHICLE",767
"2158","2014","MANHATTAN","HARRASSMENT 2",12069
"2159","2014","MANHATTAN","HOMICIDE-NEGLIGENT-VEHICLE",1
"2160","2014","MANHATTAN","INTOXICATED & IMPAIRED DRIVING",1474
"2161","2014","MANHATTAN","INTOXICATED/IMPAIRED DRIVING",2
"2162","2014","MANHATTAN","JOSTLING",27
"2163","2014","MANHATTAN","KIDNAPPING & RELATED OFFENSES",24
"2164","2014","MANHATTAN","LOITERING/GAMBLING (CARDS, DIC",2
"2165","2014","MANHATTAN","MISCELLANEOUS PENAL LAW",2058
"2166","2014","MANHATTAN","NEW YORK CITY HEALTH CODE",5
"2167","2014","MANHATTAN","NYS LAWS-UNCLASSIFIED FELONY",120
"2168","2014","MANHATTAN","OFF. AGNST PUB ORD SENSBLTY &",3734
"2169","2014","MANHATTAN","OFFENSES AGAINST PUBLIC ADMINI",2558
"2170","2014","MANHATTAN","OFFENSES AGAINST PUBLIC SAFETY",34
"2171","2014","MANHATTAN","OFFENSES AGAINST THE PERSON",379
"2172","2014","MANHATTAN","OFFENSES INVOLVING FRAUD",743
"2173","2014","MANHATTAN","OFFENSES RELATED TO CHILDREN",4
"2174","2014","MANHATTAN","OTHER OFFENSES RELATED TO THEF",337
"2175","2014","MANHATTAN","OTHER STATE LAWS",8
"2176","2014","MANHATTAN","OTHER STATE LAWS (NON PENAL LA",224
"2177","2014","MANHATTAN","PETIT LARCENY",25502
"2178","2014","MANHATTAN","PETIT LARCENY OF MOTOR VEHICLE",7
"2179","2014","MANHATTAN","POSSESSION OF STOLEN PROPERTY",753
"2180","2014","MANHATTAN","PROSTITUTION & RELATED OFFENSES",24
"2181","2014","MANHATTAN","RAPE",270
"2182","2014","MANHATTAN","ROBBERY",2915
"2183","2014","MANHATTAN","SEX CRIMES",1370
"2184","2014","MANHATTAN","THEFT-FRAUD",1399
"2185","2014","MANHATTAN","THEFT OF SERVICES",329
"2186","2014","MANHATTAN","UNAUTHORIZED USE OF A VEHICLE",205
"2187","2014","MANHATTAN","UNLAWFUL POSS. WEAP. ON SCHOOL",4
"2188","2014","MANHATTAN","VEHICLE AND TRAFFIC LAWS",1026
"2189","2014","QUEENS","",284
"2190","2014","QUEENS","ADMINISTRATIVE CODE",290
"2191","2014","QUEENS","ALCOHOLIC BEVERAGE CONTROL LAW",14
"2192","2014","QUEENS","ARSON",186
"2193","2014","QUEENS","ASSAULT 3 & RELATED OFFENSES",11138
"2194","2014","QUEENS","BURGLAR'S TOOLS",72
"2195","2014","QUEENS","BURGLARY",4358
"2196","2014","QUEENS","CHILD ABANDONMENT/NON SUPPORT",6
"2197","2014","QUEENS","CRIMINAL MISCHIEF & RELATED OF",10981
"2198","2014","QUEENS","CRIMINAL TRESPASS",929
"2199","2014","QUEENS","DANGEROUS DRUGS",2218
"2200","2014","QUEENS","DANGEROUS WEAPONS",2277
"2201","2014","QUEENS","DISORDERLY CONDUCT",4
"2202","2014","QUEENS","ENDAN WELFARE INCOMP",6
"2203","2014","QUEENS","FELONY ASSAULT",4016
"2204","2014","QUEENS","FORGERY",1106
"2205","2014","QUEENS","FRAUDS",775
"2206","2014","QUEENS","FRAUDULENT ACCOSTING",30
"2207","2014","QUEENS","GAMBLING",7
"2208","2014","QUEENS","GRAND LARCENY",8454
"2209","2014","QUEENS","GRAND LARCENY OF MOTOR VEHICLE",2585
"2210","2014","QUEENS","HARRASSMENT 2",13256
"2211","2014","QUEENS","HOMICIDE-NEGLIGENT-VEHICLE",1
"2212","2014","QUEENS","HOMICIDE-NEGLIGENT,UNCLASSIFIE",3
"2213","2014","QUEENS","INTOXICATED & IMPAIRED DRIVING",1946
"2214","2014","QUEENS","INTOXICATED/IMPAIRED DRIVING",8
"2215","2014","QUEENS","JOSTLING",3
"2216","2014","QUEENS","KIDNAPPING",1
"2217","2014","QUEENS","KIDNAPPING & RELATED OFFENSES",34
"2218","2014","QUEENS","MISCELLANEOUS PENAL LAW",3616
"2219","2014","QUEENS","NYS LAWS-UNCLASSIFIED FELONY",49
"2220","2014","QUEENS","OFF. AGNST PUB ORD SENSBLTY &",4271
"2221","2014","QUEENS","OFFENSES AGAINST PUBLIC ADMINI",1608
"2222","2014","QUEENS","OFFENSES AGAINST PUBLIC SAFETY",18
"2223","2014","QUEENS","OFFENSES AGAINST THE PERSON",240
"2224","2014","QUEENS","OFFENSES INVOLVING FRAUD",142
"2225","2014","QUEENS","OFFENSES RELATED TO CHILDREN",56
"2226","2014","QUEENS","OTHER OFFENSES RELATED TO THEF",290
"2227","2014","QUEENS","OTHER STATE LAWS",4
"2228","2014","QUEENS","OTHER STATE LAWS (NON PENAL LA",44
"2229","2014","QUEENS","PETIT LARCENY",16658
"2230","2014","QUEENS","PETIT LARCENY OF MOTOR VEHICLE",21
"2231","2014","QUEENS","POSSESSION OF STOLEN PROPERTY",396
"2232","2014","QUEENS","PROSTITUTION & RELATED OFFENSES",10
"2233","2014","QUEENS","RAPE",267
"2234","2014","QUEENS","ROBBERY",3271
"2235","2014","QUEENS","SEX CRIMES",1061
"2236","2014","QUEENS","THEFT-FRAUD",891
"2237","2014","QUEENS","THEFT OF SERVICES",12
"2238","2014","QUEENS","UNAUTHORIZED USE OF A VEHICLE",544
"2239","2014","QUEENS","UNDER THE INFLUENCE OF DRUGS",1
"2240","2014","QUEENS","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"2241","2014","QUEENS","VEHICLE AND TRAFFIC LAWS",1791
"2242","2014","STATEN ISLAND","",48
"2243","2014","STATEN ISLAND","ADMINISTRATIVE CODE",45
"2244","2014","STATEN ISLAND","ALCOHOLIC BEVERAGE CONTROL LAW",1
"2245","2014","STATEN ISLAND","ARSON",56
"2246","2014","STATEN ISLAND","ASSAULT 3 & RELATED OFFENSES",2306
"2247","2014","STATEN ISLAND","BURGLAR'S TOOLS",10
"2248","2014","STATEN ISLAND","BURGLARY",623
"2249","2014","STATEN ISLAND","CRIMINAL MISCHIEF & RELATED OF",2670
"2250","2014","STATEN ISLAND","CRIMINAL TRESPASS",140
"2251","2014","STATEN ISLAND","DANGEROUS DRUGS",915
"2252","2014","STATEN ISLAND","DANGEROUS WEAPONS",382
"2253","2014","STATEN ISLAND","DISORDERLY CONDUCT",1
"2254","2014","STATEN ISLAND","ENDAN WELFARE INCOMP",1
"2255","2014","STATEN ISLAND","FELONY ASSAULT",643
"2256","2014","STATEN ISLAND","FORGERY",75
"2257","2014","STATEN ISLAND","FRAUDS",287
"2258","2014","STATEN ISLAND","GRAND LARCENY",1271
"2259","2014","STATEN ISLAND","GRAND LARCENY OF MOTOR VEHICLE",221
"2260","2014","STATEN ISLAND","HARRASSMENT 2",4387
"2261","2014","STATEN ISLAND","INTOXICATED & IMPAIRED DRIVING",630
"2262","2014","STATEN ISLAND","KIDNAPPING & RELATED OFFENSES",6
"2263","2014","STATEN ISLAND","MISCELLANEOUS PENAL LAW",590
"2264","2014","STATEN ISLAND","NYS LAWS-UNCLASSIFIED FELONY",38
"2265","2014","STATEN ISLAND","OFF. AGNST PUB ORD SENSBLTY &",1491
"2266","2014","STATEN ISLAND","OFFENSES AGAINST PUBLIC ADMINI",690
"2267","2014","STATEN ISLAND","OFFENSES AGAINST PUBLIC SAFETY",8
"2268","2014","STATEN ISLAND","OFFENSES AGAINST THE PERSON",52
"2269","2014","STATEN ISLAND","OFFENSES INVOLVING FRAUD",18
